0.582,615.1818181818,24.21875,11.5056818182,24.21875,10.15625,CL - Normal,0.8647993608,1,0.8373330966,6.2366229876,0.5778115472,23,1411.8181818182,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.5880039009,0.1072443182,11.3725490196,66.2369246661,0,1.0018920898,57.8701201783,0,129.2,13.521,95,27.0588235294,0,197.6,14.5037743897,32
0.608,614,24.21875,10.9375,24.21875,10.15625,CL - Normal,0.8677539063,1,0.8227734375,6.2366229876,0.5806975986,23.2173913043,1417,20.7843137255,17.2549019608,5.4901960784,7.621483376,0.6009795967,0.108,11.3725490196,65.9060573128,0,1.0018643188,57.8701201783,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
0.634,621.75,24.21875,10.9375,24.21875,10.15625,CL - Normal,0.8677539063,1,0.8159552557,6.2366229876,0.5782925557,23.5,1418.9090909091,20.7843137255,17.2549019608,5.4901960784,7.8431372549,0.6009795967,0.1081193182,11.3725490196,66.0642803062,0,1.0018365479,57.8701201783,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
0.658,623.3571428571,24.21875,10.9375,24.21875,10.15625,CL - Normal,0.8670396205,1,0.8077734375,6.2366229876,0.5754065043,22.5,1423,20.7843137255,17.6470588235,5.4901960784,7.4509803922,0.6009795967,0.108375,11.3725490196,66.7762837762,0,1.0018109131,57.8701201783,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
0.682,633,24.21875,10.9375,24.21875,9.9431818182,CL - Normal,0.8627539063,1,0.7877734375,6.2366229876,0.57011541,22.4318181818,1408.6818181818,20.7843137255,17.5935828877,5.4901960784,7.4509803922,0.6009795967,0.1081704545,11.265597148,66.5265881148,0,1.0017852783,57.8701201783,0,129.2,13.5528181818,95,27.0588235294,0,197.6,14.5037743897,32
0.708,636.5795454545,24.21875,10.9375,24.21875,9.375,CL - Normal,0.8595658736,1,0.7841370739,6.2366229876,0.5722799486,22,1388,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.107875,10.9803921569,65.8607330179,0,1.0017575073,57.4350064927,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
0.734,644.25,24.21875,10.9375,24.21875,9.375,CL - Normal,0.852734375,1,0.7677734375,6.2366229876,0.5820203722,21.3636363636,1420,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.108125,10.9803921569,65.7288805234,0,1.0017297363,57.4350064927,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
0.758,647.2045454545,24.21875,10.9375,24.21875,9.375,CL - Normal,0.8481889205,1,0.724818892,6.2366229876,0.5917006697,20,1429.0909090909,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.1081477273,10.9803921569,65.5706575301,0,1.0017041016,57.4350064927,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
0.782,650.75,24.21875,10.9375,24.21875,9.375,CL - Normal,0.842734375,1,0.6327734375,6.2366229876,0.6124441643,19.1818181818,1470,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.10825,11.3725490196,66.4408839934,0,1.0016784668,57.5536738615,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
0.808,647.75,24.21875,10.9375,24.21875,9.375,CL - Normal,0.842734375,1,0.4979908288,6.2366229876,0.6388996358,18,1497.6956521739,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6055522676,0.1088206522,11.5864527629,66.5199954901,0,1.0016784668,57.8701201783,0,129.2,13.5664545455,95,27.0588235294,0,197.6,14.5037743897,32
0.834,645.0681818182,24.21875,10.9375,24.21875,9.375,CL - Normal,0.8418252841,1,0.3227734375,6.2366229876,0.6732917487,18.5,1561,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.110125,12.5490196078,66.8759972251,0,1.0016784668,57.8701201783,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
0.858,633,24.21875,10.9375,24.21875,9.375,CL - Normal,0.837734375,1,0.1677734375,6.2366229876,0.6455135037,18.847826087,1544.2857142857,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6224431538,0.1107678571,12.5490196078,66.5385372471,0,1.0016784668,57.8701201783,0,129.2,13.5221363636,95,27.0588235294,0,197.6,14.5037743897,32
0.882,628.1590909091,24.21875,11.1505681818,24.21875,9.375,CL - Normal,0.8336434659,1,0.1602787642,6.2366229876,0.6402825355,20.5,1522,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.111625,12.5490196078,65.8154087229,0,1.0016784668,57.4350064927,0,129.2,13.471,95,27.0588235294,0,197.6,14.5037743897,32
0.908,615.25,24.21875,12.5,24.21875,9.375,CL - Normal,0.822734375,1,0.1128125,6.2366229876,0.6071530701,20.9090909091,1462,20.7843137255,17.2549019608,5.4901960784,7.5579322638,0.6310285766,0.11225,12.378516624,65.8981748267,0,1.0016784668,57.6723412303,0,129.2,13.471,95,27.0588235294,0,197.6,14.5037743897,32
0.934,614.1136363636,24.21875,12.5,24.21875,9.375,CL - Normal,0.8113707386,1,0.1064488636,6.2366229876,0.594526595,22,1452.3636363636,20.7843137255,17.2549019608,5.4901960784,7.8431372549,0.6282968511,0.1119318182,12.1568627451,66.0057707618,0,1.0016784668,58.7403475494,0,129.2,13.471,95,27.0588235294,0,197.6,14.5037743897,32
0.958,612.75,24.21875,12.5,24.21875,9.375,CL - Normal,0.797734375,1,0.0928125,6.2366229876,0.5674698629,22.6428571429,1409,20.7843137255,17.2549019608,5.4901960784,7.8431372549,0.6160040867,0.1105,11.3725490196,66.1508085057,0,1.0016784668,58.3250117586,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
0.982,629.25,24.21875,12.5,24.21875,9.375,CL - Normal,0.777734375,1,0.0907670455,6.2366229876,0.5815393636,23.5,1420.7272727273,20.7843137255,17.2549019608,5.4901960784,7.8431372549,0.6160040867,0.1105,11.4260249554,66.1050721716,0,1.0016784668,57.4350064927,0,129.2,13.5494090909,95,27.0588235294,0,197.6,14.5037743897,32
1.008,630.1590909091,24.21875,12.5,24.21875,9.375,CL - Normal,0.7740980114,1,0.0878125,6.2366229876,0.6018619758,21.5,1452,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.1105,11.7647058824,65.8154087229,0,1.0017050368,57.2458266294,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.034,634.25,24.21875,12.5,24.21875,9.1264204545,CL - Normal,0.757734375,1,0.0878125,6.2366229876,0.6031847493,21.1363636364,1452.9090909091,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.1103295455,11.6399286988,65.8154087229,0,1.0017326697,56.9998928072,0,129.2,13.5630454545,95,27.0588235294,0,197.6,14.5037743897,32
1.058,639.4204545455,24.21875,12.5,24.21875,8.59375,CL - Normal,0.730682706,1,0.0869034091,6.2366229876,0.6043872708,19.5,1454,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.110125,11.3725490196,65.8154087229,0,1.0017581769,57.8701201783,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.082,650.5,24.21875,12.5,24.21875,8.59375,CL - Normal,0.6727148438,1,0.0828125,6.2366229876,0.6097986172,19.2272727273,1467,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.109375,11.3725490196,66.1714104579,0,1.0017836841,57.9294538626,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.108,650.9347826087,24.21875,12.5,24.21875,8.59375,CL - Normal,0.5966278872,1,0.0812907609,6.2366229876,0.6234864481,18.5,1479.3636363636,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6037113222,0.1096022727,11.3725490196,66.6856351863,0,1.001811317,58.3052338638,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.134,651.5,24.21875,12.5,24.21875,8.59375,CL - Normal,0.4977148438,1,0.0778125,6.2366229876,0.6547729187,18.2727272727,1535,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.110625,12.1568627451,66.6856351863,0,1.0018389498,58.0283433366,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.158,651.75,24.21875,12.5,24.21875,8.59375,CL - Normal,0.3477148438,1,0.0778125,6.2366229876,0.6632764631,18,1543.9090909091,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6207846062,0.1111022727,12.2281639929,66.5537826918,0,1.001864457,57.4350064927,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.182,650.3522727273,24.21875,12.5,24.21875,8.59375,CL - Normal,0.3340758168,1,0.0778125,6.2366229876,0.6746145223,18,1563,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.112125,12.5490196078,65.9604464668,0,1.0018920898,57.4350064927,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.208,641.5,24.21875,12.5,24.21875,9.3394886364,CL - Normal,0.2476953125,1,0.0828125,6.2366229876,0.6375768622,18.2142857143,1539.9565217391,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1122336957,12.4242424242,65.8681497207,0,1.0018920898,57.4350064927,0,129.2,13.5539545455,95,27.0588235294,0,197.6,14.5037743897,32
1.234,639.0340909091,24.21875,12.5,24.21875,10.9375,CL - Normal,0.2286292614,1,0.0819034091,6.2366229876,0.6334882894,19.5,1510,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.112375,12.1568627451,65.670370979,0,1.0018920898,58.3052338638,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.258,633.75,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1877734375,1,0.0778125,6.2366229876,0.6150897115,19.6590909091,1474,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.111625,11.9786096257,66.3296334513,0,1.0018920898,58.2375495127,0,129.2,13.5373636364,95,27.0588235294,0,197.6,14.5037743897,32
1.282,633.3409090909,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1714098011,1,0.0778125,6.2366229876,0.6168934936,20,1470.4545454546,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1115397727,11.7647058824,67.120748418,0,1.0018920898,57.8701201783,0,129.2,13.497,95,27.0588235294,0,197.6,14.5037743897,32
1.308,632.75,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1477734375,1,0.0778125,6.2366229876,0.6217035794,20.2173913043,1448,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.111,11.7647058824,65.9604464668,0,1.0018920898,57.8701201783,0,129.2,13.521,95,27.0588235294,0,197.6,14.5037743897,32
1.334,645.25,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1377734375,1,0.0800852273,6.2366229876,0.6090771043,20.5,1445.7727272727,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1108409091,11.7647058824,65.9340759679,0,1.0018920898,57.8701201783,0,129.2,13.5300909091,95,27.0588235294,0,197.6,14.5037743897,32
1.358,647.1590909091,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1377734375,1,0.0828125,6.2366229876,0.5939253343,19.5,1441,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1105,11.7647058824,65.8154087229,0,1.0018920898,57.6723412303,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.382,655.75,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1377734375,1,0.0878125,6.2366229876,0.6468362773,19.1590909091,1474.9545454546,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.1106534091,11.871657754,66.0922989612,0,1.0018920898,57.4350064927,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.408,657.5,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1408169158,1,0.0896306818,6.2366229876,0.6446717387,17,1524,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.110875,12.1568627451,66.8306729302,0,1.0018920898,58.3052338638,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.434,661.5,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1477734375,1,0.0978125,6.2366229876,0.6349313151,17,1507,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.110625,11.9786096257,66.6988204357,0,1.0018920898,58.0678991262,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.458,661.8214285714,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1499162946,1,0.0978125,6.2366229876,0.6311433726,17,1503.7272727273,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.1104431818,11.7647058824,66.5405974424,0,1.0018920898,56.9998928072,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.482,662.25,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1527734375,1,0.0978125,6.2366229876,0.6230263529,16.7954545455,1489,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.109625,11.3725490196,65.3802954912,0,1.0018920898,56.8812254384,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.508,661.75,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1527734375,1,0.099986413,6.2366229876,0.6270521855,16.5,1493.5652173913,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.1096630435,11.4285714286,65.463174202,0,1.0018920898,56.5647791216,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.534,661.5174418605,24.21875,12.5,24.21875,10.9375,CL - Normal,0.1537036701,1,0.1028125,6.2366229876,0.6322857679,17,1504,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.10975,11.7647058824,65.9604464668,0,1.0018920898,57.5536738615,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.558,660.5,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1577734375,1,0.1178320313,6.2366229876,0.6547729187,16.9186046512,1517.2857142857,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.1099642857,11.889483066,66.2979064448,0,1.0018920898,58.7403475494,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.582,656.8166666667,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1592178819,1,0.1198774858,6.2366229876,0.6536906494,16.5,1535,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.11025,12.1568627451,67.021034969,0,1.0018920898,57.8701201783,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.608,647.75,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1627734375,1,0.1328320313,6.2366229876,0.6468362773,16.9565217391,1524,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.111,12.1568627451,66.5796157485,0,1.0018920898,57.7118970199,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.634,646.0454545455,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1559552557,1,0.1376047585,6.2366229876,0.6594627523,18,1534.3636363636,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.633760302,0.1113636364,12.1568627451,66.0057707618,0,1.0018920898,56.9998928072,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.658,644,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1477734375,1,0.1478320313,6.2366229876,0.6865194844,18.4285714286,1581,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6460530665,0.113,12.9411764706,66.1508085057,0,1.0018920898,57.4152285979,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.682,641.75,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1327734375,1,0.1478320313,6.2366229876,0.6913896962,19,1568.4545454546,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6501506547,0.1133068182,12.8877005348,66.1508085057,0,1.0018920898,58.3052338638,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.708,642.8214285714,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1320591518,1,0.1478320313,6.2366229876,0.6984244466,19,1535,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6610775564,0.114125,12.5490196078,66.1508085057,0,1.0018920898,58.3052338638,0,129.2,13.546,95,27.0588235294,0,197.6,14.5037743897,32
1.734,649.25,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1277734375,1,0.1378320313,6.2366229876,0.6058302965,19,1503.1818181818,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6474189292,0.1131022727,12.174688057,66.1969568787,0,1.0018920898,58.3052338638,0,129.2,13.5539545455,95,27.0588235294,0,197.6,14.5037743897,32
1.758,652.5909090909,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1293643466,1,0.1378320313,6.2366229876,0.6075138265,19,1465,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6310285766,0.111875,11.3725490196,66.2958462495,0,1.0018920898,57.8701201783,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.782,659.75,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1327734375,1,0.1378320313,6.2366229876,0.6150897115,18.4545454545,1460,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6160040867,0.110375,11.2121212121,65.9398445145,0,1.0018920898,57.8701201783,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.808,659.8586956522,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1305995245,1,0.1393537704,6.2366229876,0.6110638789,17,1459,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.613857731,0.1102678571,10.9803921569,65.4256197862,0,1.0019239739,57.8701201783,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.834,660,24.21875,13.28125,24.21875,10.9375,CL - Normal,0.1277734375,1,0.1428320313,6.2366229876,0.6018619758,17,1453,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.109625,10.9803921569,66.6312460323,0,1.0019634494,58.0085654418,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.858,658.5,24.21875,13.28125,24.21875,11.0795454545,CL - Normal,0.1227734375,1,0.1364034598,6.2366229876,0.6069641024,17,1459.0454545455,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.1093465909,11.0516934046,66.6839870301,0,1.0019998883,58.3052338638,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.882,658.8068181818,24.21875,13.28125,24.21875,11.71875,CL - Normal,0.123457919,1,0.1278320313,6.2366229876,0.6137669379,17,1472,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6009795967,0.10875,11.3725490196,66.9213215201,0,1.0020363272,58.1272328106,0,129.2,13.571,95,27.0588235294,0,197.6,14.5037743897,32
1.908,660.75,24.21875,14.0625,24.21875,11.71875,CL - Normal,0.1277929688,1,0.1178515625,6.2366229876,0.6045075229,17.0869565217,1465.6363636364,20.7843137255,17.2549019608,5.4219948849,7.4509803922,0.6009795967,0.1082954545,11.2531969309,66.7006119098,0,1.0020758026,57.8701201783,0,129.2,13.5557826087,95,27.0588235294,0,197.6,14.5037743897,32
1.932,656.25,24.21875,14.0625,24.21875,11.71875,CL - Normal,0.1305202415,1,0.1185333807,6.2366229876,0.6097384911,17.5,1458,20.7843137255,17.2549019608,5.0980392157,7.4509803922,0.6009795967,0.10775,10.9803921569,66.1961328006,0,1.0021122415,57.8701201783,0,129.2,13.521,95,27.0588235294,0,197.6,14.5037743897,32
1.958,644.25,24.21875,14.0625,24.21875,11.71875,CL - Normal,0.1377929688,1,0.1228515625,6.2366229876,0.6428679565,17.7857142857,1519,20.7843137255,17.2549019608,5.2100840336,7.4509803922,0.6160040867,0.108875,11.4845938375,66.1961328006,0,1.002151717,57.8701201783,0,129.2,13.521,95,27.0588235294,0,197.6,14.5037743897,32
1.982,640.2613636364,24.21875,14.2755681818,24.21875,11.71875,CL - Normal,0.1337020597,1,0.1242205256,6.2366229876,0.648279303,18.5,1522.6818181818,20.7843137255,17.2549019608,5.4901960784,7.4509803922,0.6180528807,0.1091477273,12.1568627451,66.1961328006,0,1.0021972656,57.8701201783,0,129.2,13.521,95,27.0588235294,0,197.6,14.5037743897,32
